id,word,word_id,sentence,kr,tokens
135,眠い,68,授業中、とても眠いです。,수업 중에 너무 졸려요.,"[{""surface"": ""授業"", ""kanji"": ""授業"", ""furigana"": ""じゅぎょう"", ""hasKanji"": true}, {""surface"": ""中"", ""kanji"": ""中"", ""furigana"": ""ちゅう"", ""hasKanji"": true}, {""surface"": ""、"", ""hasKanji"": false}, {""surface"": ""とても"", ""hasKanji"": false}, {""surface"": ""眠い"", ""kanji"": ""眠"", ""furigana"": ""ねむ"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
136,眠い,68,今日は朝から眠いです。,오늘은 아침부터 졸립니다.,"[{""surface"": ""今日"", ""kanji"": ""今日"", ""furigana"": ""きょう"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""朝"", ""kanji"": ""朝"", ""furigana"": ""あさ"", ""hasKanji"": true}, {""surface"": ""から"", ""hasKanji"": false}, {""surface"": ""眠い"", ""kanji"": ""眠"", ""furigana"": ""ねむ"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
137,眠たい,69,ご飯を食べたら眠たくなりました。,밥을 먹었더니 졸려졌습니다.,"[{""surface"": ""ご飯"", ""kanji"": ""飯"", ""furigana"": ""ごはん"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""食べ"", ""kanji"": ""食"", ""furigana"": ""た"", ""hasKanji"": true}, {""surface"": ""たら"", ""hasKanji"": false}, {""surface"": ""眠たく"", ""kanji"": ""眠"", ""furigana"": ""ねむ"", ""hasKanji"": true}, {""surface"": ""なり"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
138,眠たい,69,夜遅くまで起きていて眠たいです。,밤 늦게까지 깨어 있어서 졸려요.,"[{""surface"": ""夜"", ""kanji"": ""夜"", ""furigana"": ""よる"", ""hasKanji"": true}, {""surface"": ""遅く"", ""kanji"": ""遅"", ""furigana"": ""おそ"", ""hasKanji"": true}, {""surface"": ""まで"", ""hasKanji"": false}, {""surface"": ""起き"", ""kanji"": ""起"", ""furigana"": ""お"", ""hasKanji"": true}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""い"", ""hasKanji"": false}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""眠たい"", ""kanji"": ""眠"", ""furigana"": ""ねむ"", ""hasKanji"": true}, {""surface"": ""です"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
139,眠る,70,赤ちゃんがぐっすり眠っています。,아기가 푹 자고 있습니다.,"[{""surface"": ""赤ちゃん"", ""kanji"": ""赤"", ""furigana"": ""あか"", ""hasKanji"": true}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""ぐっすり"", ""hasKanji"": false}, {""surface"": ""眠っ"", ""kanji"": ""眠"", ""furigana"": ""ねむ"", ""hasKanji"": true}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""い"", ""hasKanji"": false}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
140,眠る,70,音楽を聞きながら眠りました。,음악을 들으며 잠들었습니다.,"[{""surface"": ""音楽"", ""kanji"": ""音楽"", ""furigana"": ""おんがく"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""聞き"", ""kanji"": ""聞"", ""furigana"": ""き"", ""hasKanji"": true}, {""surface"": ""ながら"", ""hasKanji"": false}, {""surface"": ""眠り"", ""kanji"": ""眠"", ""furigana"": ""ねむ"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
141,寝る,71,毎晩十一時に寝ます。,매일 밤 11시에 잡니다.,"[{""surface"": ""毎晩"", ""kanji"": ""毎晩"", ""furigana"": ""まいばん"", ""hasKanji"": true}, {""surface"": ""十"", ""kanji"": ""十"", ""furigana"": ""じゅう"", ""hasKanji"": true}, {""surface"": ""一"", ""kanji"": ""一"", ""furigana"": ""いち"", ""hasKanji"": true}, {""surface"": ""時"", ""kanji"": ""時"", ""furigana"": ""じ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""寝"", ""kanji"": ""寝"", ""furigana"": ""ね"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
142,寝る,71,今日は早く寝ようと思います。,오늘은 일찍 자려고 합니다.,"[{""surface"": ""今日"", ""kanji"": ""今日"", ""furigana"": ""きょう"", ""hasKanji"": true}, {""surface"": ""は"", ""hasKanji"": false}, {""surface"": ""早く"", ""kanji"": ""早"", ""furigana"": ""はや"", ""hasKanji"": true}, {""surface"": ""寝よう"", ""kanji"": ""寝"", ""furigana"": ""ね"", ""hasKanji"": true}, {""surface"": ""と"", ""hasKanji"": false}, {""surface"": ""思い"", ""kanji"": ""思"", ""furigana"": ""おも"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
143,寝坊,72,寝坊して学校に遅れました。,늦잠 자서 학교에 지각했습니다.,"[{""surface"": ""寝坊"", ""kanji"": ""寝坊"", ""furigana"": ""ねぼう"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""て"", ""hasKanji"": false}, {""surface"": ""学校"", ""kanji"": ""学校"", ""furigana"": ""がっこう"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""遅れ"", ""kanji"": ""遅"", ""furigana"": ""おく"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
144,寝坊,72,寝坊しないように目覚ましをかけました。,늦잠 자지 않도록 알람을 맞췄습니다.,"[{""surface"": ""寝坊"", ""kanji"": ""寝坊"", ""furigana"": ""ねぼう"", ""hasKanji"": true}, {""surface"": ""し"", ""hasKanji"": false}, {""surface"": ""ない"", ""hasKanji"": false}, {""surface"": ""よう"", ""hasKanji"": false}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""目覚まし"", ""kanji"": ""目覚"", ""furigana"": ""めざまし"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""かけ"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
145,出る,73,今、家を出ます。,지금 집을 나섭니다.,"[{""surface"": ""今"", ""kanji"": ""今"", ""furigana"": ""いま"", ""hasKanji"": true}, {""surface"": ""、"", ""hasKanji"": false}, {""surface"": ""家"", ""kanji"": ""家"", ""furigana"": ""いえ"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""出"", ""kanji"": ""出"", ""furigana"": ""で"", ""hasKanji"": true}, {""surface"": ""ます"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
146,出る,73,試合に出ることになりました。,경기에 출전하게 되었습니다.,"[{""surface"": ""試合"", ""kanji"": ""試合"", ""furigana"": ""しあい"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""出る"", ""kanji"": ""出"", ""furigana"": ""で"", ""hasKanji"": true}, {""surface"": ""こと"", ""hasKanji"": false}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""なり"", ""hasKanji"": false}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
147,届ける,74,荷物を友達の家に届けました。,짐을 친구 집에 배달했습니다.,"[{""surface"": ""荷物"", ""kanji"": ""荷物"", ""furigana"": ""にもつ"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""友達"", ""kanji"": ""友達"", ""furigana"": ""ともだち"", ""hasKanji"": true}, {""surface"": ""の"", ""hasKanji"": false}, {""surface"": ""家"", ""kanji"": ""家"", ""furigana"": ""いえ"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""届け"", ""kanji"": ""届"", ""furigana"": ""とど"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
148,届ける,74,先生に書類を届けに行きました。,선생님께 서류를 전하러 갔습니다.,"[{""surface"": ""先生"", ""kanji"": ""先生"", ""furigana"": ""せんせい"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""書類"", ""kanji"": ""書類"", ""furigana"": ""しょるい"", ""hasKanji"": true}, {""surface"": ""を"", ""hasKanji"": false}, {""surface"": ""届け"", ""kanji"": ""届"", ""furigana"": ""とど"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""行き"", ""kanji"": ""行"", ""furigana"": ""い"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
149,届く,75,プレゼントが届きました。,선물이 도착했습니다.,"[{""surface"": ""プレゼント"", ""hasKanji"": false}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""届き"", ""kanji"": ""届"", ""furigana"": ""とど"", ""hasKanji"": true}, {""surface"": ""まし"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
150,届く,75,メールが相手に届かなかった。,메일이 상대에게 도착하지 않았습니다.,"[{""surface"": ""メール"", ""hasKanji"": false}, {""surface"": ""が"", ""hasKanji"": false}, {""surface"": ""相手"", ""kanji"": ""相手"", ""furigana"": ""あいて"", ""hasKanji"": true}, {""surface"": ""に"", ""hasKanji"": false}, {""surface"": ""届か"", ""kanji"": ""届"", ""furigana"": ""とど"", ""hasKanji"": true}, {""surface"": ""なかっ"", ""hasKanji"": false}, {""surface"": ""た"", ""hasKanji"": false}, {""surface"": ""。"", ""hasKanji"": false}]"
